suburb,state,lat,lng
Balliang East,VIC,-37.79309,144.43449
Ballidu,WA,-30.59645,116.76994
Ballimore,NSW,-32.17259,148.91597
Ballina,NSW,-28.83797,153.56291
Ballina Dc,NSW,-28.838,153.563
Ballogie,QLD,-26.3675,151.5501
Bally Bally,WA,-32.18432,117.11631
Ballymore,QLD,-27.4456,153.014
Ballyroe,NSW,-34.00939,149.53549
Ballyrogan,VIC,-37.449,143.12889
Balmain,NSW,-33.85895,151.17906
Balmain East,NSW,-33.85811,151.19017
Balmattum,VIC,-36.7132,145.65439
Balmoral,NSW,-33.04487,151.57931
Balmoral,QLD,-27.45389,153.06694
Balmoral,VIC,-37.2517,141.82355
Balmoral Ridge,QLD,-26.74361,152.89139
Balmoral Village,NSW,-34.3153,150.518
Balnagowan,QLD,-21.11388,149.0009
Balnarring,VIC,-38.371,145.118
Balnarring Beach,VIC,-38.38899,145.11827
Balook,VIC,-38.4312,146.54255
Balranald,NSW,-34.63944,143.56291
Balwyn,VIC,-37.80889,145.07889
Balwyn East,VIC,-37.80889,145.07889
Balwyn North,VIC,-37.79412,145.08793
Bamaga,QLD,-10.89022,142.38938
Bamarang,NSW,-34.89565,150.51932
Bamawm,VIC,-36.26158,144.59716
Bamawm Extension,VIC,-36.21172,144.60697
Bambaroo,QLD,-18.87109,146.17771
Bamboo,QLD,-16.37842,145.38661
Bamboo Creek,QLD,-17.56138,145.98599
Bambra,VIC,-38.36674,143.94488
Bambun,WA,-31.43395,115.88165
Bamganie,VIC,-37.91421,143.98725
Ban Ban,QLD,-25.67913,151.81831
Ban Ban Springs,QLD,-25.67913,151.81831
Banana,QLD,-24.47222,150.12806
Banca,TAS,-41.03292,147.76258
Bancroft,QLD,-24.76932,151.26307
Banda Banda,NSW,-31.19476,152.45288
Bandiana,VIC,-36.1479,146.927
Bandiana Milpo,VIC,-36.1432,146.92139
Bandon,NSW,-33.39101,148.01139
Bandon Grove,NSW,-32.25683,151.71299
Bandy Creek,WA,-33.82455,121.93989
Bandya,WA,-27.73365,122.18262
Bangadang,NSW,-35.257,147.96846
Bangalee,NSW,-34.84435,150.56466
Bangalee,QLD,-23.0766,150.7847
Bangalow,NSW,-28.68643,153.52247
Bangerang,VIC,-36.19073,142.5333
Bangham,SA,-36.5815,140.88028
Bangheet,NSW,-29.91226,150.35163
Bangholme,VIC,-38.04534,145.17024
Bango,NSW,-34.77106,148.92278
Bangor,NSW,-34.01908,151.02735
Bangor,SA,-32.95006,138.15995
Bangor,TAS,-41.21437,147.14944
Banjup,WA,-32.15702,115.88901
Banks,ACT,-35.473,149.095
Banks Creek,QLD,-27.41263,152.72548
Banks Island,QLD,-10.1706,142.255
Banks Pocket,QLD,-26.15053,152.67214
Banksia,NSW,-33.94776,151.14806
Banksia Beach,QLD,-27.04714,153.13841
Banksia Grove,WA,-31.70324,115.80499
Banksia Park,SA,-34.80908,138.73169
Banksia Peninsula,VIC,-37.9518,147.674
Banksiadale,WA,-32.59598,116.09203
Banksmeadow,NSW,-33.95731,151.20699
Bankstown,NSW,-33.91817,151.03497
Bankstown Aerodrome,NSW,-33.92005,151.02967
Bankstown Airport,NSW,-33.9246,150.998
Bankstown North,NSW,-33.90471,151.03803
Bankstown Square,NSW,-33.91817,151.03497
Bannaby,NSW,-34.41291,149.90809
Bannerton,VIC,-34.67927,142.84307
Bannister,NSW,-34.60216,149.49296
Bannister,WA,-32.58209,116.48552
Bannockburn,QLD,-27.76,153.19222
Bannockburn,VIC,-38.05,144.16667
Banoon,NSW,-30.52724,150.40706
Banoon,QLD,-27.5767,153.047
Banora Point,NSW,-28.22333,153.53806
Banya,QLD,-26.781,153.117
Banyabba,NSW,-29.4136,152.994
Banyan,VIC,-35.61036,142.81987
Banyena,VIC,-36.61129,142.85906
Banyenong,VIC,-36.26099,143.04304
Banyo,QLD,-27.37967,153.08125
Banyule,VIC,-37.7436,145.0769
Bapaume,QLD,-28.57245,151.84677
Bar Beach,NSW,-32.94,151.76778
Bar Point,NSW,-33.51258,151.16229
Bara,NSW,-32.57952,149.7941
Barabba,SA,-34.38367,138.59786
Baradine,NSW,-30.95,149.06667
Baraimal,NSW,-28.71239,153.00719
Barakula,QLD,-26.70199,150.61218
Baralaba,QLD,-24.18194,149.81306
Barambah,QLD,-26.31034,152.11208
Baranduda,VIC,-36.19334,146.94963
Barangaroo,NSW,-33.8638,151.202
Baratta,SA,-31.9511,139.195
Barbalin,WA,-30.88144,118.11296
Barberton,WA,-30.73626,116.02822
Barbigal,NSW,-32.22345,148.84297
Barcaldine,QLD,-23.55632,145.29334
Barcaldine Downs,QLD,-23.80181,144.9789
Barcoongere,NSW,-29.90039,153.20234
Barden Ridge,NSW,-34.032,151.01
Bardia,NSW,-33.9782,150.858
Bardon,QLD,-27.4617,152.9765
Bardon West,QLD,-27.4617,152.976
Bardwell Park,NSW,-33.93539,151.12541
Bardwell Valley,NSW,-33.937,151.133
Baree,QLD,-23.618,150.3905
Bareena,VIC,-38.1541,144.34427
Barellan,NSW,-34.28507,146.56971
Barellan Point,QLD,-27.57217,152.84411
Barfold,VIC,-37.09194,144.50611
Bargara,QLD,-24.83123,152.45922
Bargo,NSW,-34.3,150.58333
Bargunyah,QLD,-27.14242,148.03827
Barham,NSW,-35.62497,144.13861
Barigan,NSW,-32.49388,149.99813
Baringa,QLD,-26.8071,153.077
Baringhup,VIC,-36.96053,143.98136
Baringhup West,VIC,-36.97927,143.90285
Barinia,SA,-33.77193,138.59849
Barjarg,VIC,-36.92422,145.99504
Barker Creek Flat,QLD,-26.65624,151.94643
Barkers Creek,VIC,-37.00509,144.22179
Barkers Vale,NSW,-28.53799,153.11486
Barkly,QLD,-20.60234,138.47819
Barkly,VIC,-36.94535,143.22108
Barkstead,VIC,-37.46035,144.08658
Barlil,QLD,-26.18305,151.88737
Barlows Hill,QLD,-23.10868,150.74322
Barlyne,QLD,-25.73805,151.64327
Barmah,VIC,-36.0175,144.96528
Barmaryee,QLD,-23.13545,150.69529
Barmedman,NSW,-34.09665,147.41748
Barmera,SA,-34.2527,140.46488
Barmoya,QLD,-23.14515,150.55377
Barmundu,QLD,-24.1348,151.196
Barna,SA,-33.17471,136.70484
Barnadown,VIC,-36.65587,144.5153
Barnard,QLD,-23.98866,149.71118
Barnawartha,VIC,-36.11293,146.65546
Barnawartha North,VIC,-36.0655,146.745
Barndioota,SA,-31.80663,138.26296
Barnes Bay,TAS,-43.12149,147.3631
Barney Point,QLD,-23.84639,151.26611
Barney View,QLD,-28.2375,152.76444
Barneys Reef,NSW,-32.17965,149.51794
Barnsley,NSW,-32.932,151.585
Baromi,VIC,-38.40245,146.17701
Barongarook,VIC,-38.42554,143.61769
Barongarook West,VIC,-38.43886,143.55274
Barooga,NSW,-35.90508,145.69425
Baroon Pocket,QLD,-26.7066,152.871
Baroona,QLD,-27.4662,152.997
Baroondah,QLD,-25.50262,149.53747
Baroota,SA,-32.89894,138.01625
Barossa Goldfields,SA,-34.65648,138.82465
Barraba,NSW,-30.37441,150.61762
Barrabool,VIC,-38.16054,144.24843
Barrabup,WA,-33.88305,115.68013
Barrack Heights,NSW,-34.565,150.85694
Barrack Point,NSW,-34.56254,150.87039
Barraganyatti,NSW,-30.86975,152.93604
Barragga Bay,NSW,-36.50301,150.05197
Barragup,WA,-32.5502,115.796
Barrakee,VIC,-36.29144,143.46665
Barrallier,NSW,-34.2718,150.055
Barramornie,QLD,-27.06969,150.0948
Barramunga,VIC,-38.57703,143.68744
Barraport,VIC,-36.03074,143.69659
Barraport West,VIC,-36.0176,143.53446
Barratta,NSW,-35.15506,144.38264
Barratta,QLD,-19.59966,147.28822
Barren Grounds,NSW,-34.67706,150.7243
Barrengarry,NSW,-34.68333,150.51667
Barretta,TAS,-43.0462,147.26188
Barretts Creek,NSW,-29.32331,152.75975
Barrine,QLD,-17.23358,145.61901
Barringella,NSW,-34.89717,150.49021
Barringha,QLD,-19.53858,146.87399
Barrington,NSW,-31.97128,151.90962
Barrington,TAS,-41.3318,146.27998
Barrington Tops,NSW,-31.9366,151.56988
Barringun,NSW,-29.01236,145.71338
Barringun,QLD,-28.86284,145.79135
Barron,QLD,-16.85833,145.7002
Barron Gorge,QLD,-16.88018,145.6692
Barrow Creek,NT,-21.3799,133.976
Barrow Island,WA,-20.78043,115.40227
Barry,NSW,-31.59995,151.28379
Barrys Reef,VIC,-37.45625,144.31939
Bartle Frere,QLD,-17.43911,145.88576
Barton,ACT,-35.30778,149.13444
Barunah Park,VIC,-38.02237,143.85569
Barunah Plains,VIC,-38.0263,143.803
Barunga,NT,-14.5208,132.865
Barunga Gap,SA,-33.82739,138.13915
Barwang,NSW,-34.3808,148.411
Barwidgee,VIC,-36.50984,146.77702
Barwidgi,QLD,-17.66597,144.64017
Barwite,VIC,-36.98502,146.17899
Barwon,NSW,-30.97718,148.87588
Barwon Downs,VIC,-38.47052,143.76743
Barwon Heads,VIC,-38.27398,144.48621
Baryulgil,NSW,-29.21962,152.60347
Basalt,QLD,-19.52451,145.74053
Basalt,VIC,-37.30889,144.10386
Basilisk,QLD,-17.67127,145.98844
Basin Plain,NSW,-31.0994,150.008
Basin Pocket,QLD,-27.601,152.7718
Basin View,NSW,-35.09167,150.56667
Baskerville,WA,-31.7972,116.05056
Basket Range,SA,-34.92988,138.77438
Bass,VIC,-38.47349,145.45824
Bass Hill,NSW,-33.89907,150.99765
Bassendean,NSW,-30.06158,151.18618
Bassendean,WA,-31.90764,115.94259
Bassendean Dc,WA,-31.9032,115.928
Batar Creek,NSW,-31.67278,152.66773
Batchelor,NT,-13.0785,131.06252
Bateau Bay,NSW,-33.382,151.485
Batehaven,NSW,-35.73333,150.2
Bateman,WA,-32.05958,115.84438
Batemans Bay,NSW,-35.71439,150.17947
Batesford,VIC,-38.0899,144.285
Bathampton,NSW,-33.51184,149.41449
Bathumi,VIC,-36.03833,146.08472
Bathurst,NSW,-33.41928,149.5775
Bathurst Island,NT,-11.7365,130.431
Bathurst Street Po,TAS,-42.8811,147.325
Bathurst West,NSW,-33.4087,149.561
Batlow,NSW,-35.51667,148.15
Batman,VIC,-37.7345,144.96304
Battery Hill,QLD,-26.779,153.129
Battery Point,TAS,-42.89278,147.33333
Baudin,WA,-33.87253,115.46634
Baudin Beach,SA,-35.7776,137.86867
Bauhinia,QLD,-24.56571,149.29576
Baulkham Hills,NSW,-33.76191,150.99293
Bauple,QLD,-25.80716,152.60494
Bauple Forest,QLD,-25.8642,152.70903
Baw Baw,NSW,-34.7092,149.633
Baw Baw,VIC,-37.78656,146.0696
Baw Baw Village,VIC,-37.84146,146.258
Bawley Point,NSW,-35.51562,150.39373
Baxter,VIC,-38.196,145.157
Baxters Ridge,NSW,-31.70736,151.90427
Bay Of Shoals,SA,-35.60828,137.56192
Bay Village,NSW,-33.37602,151.47389
Bayah,SA,-35.30641,139.50764
Bayfield,QLD,-22.8372,150.64
Bayindeen,VIC,-37.30876,143.15833
Bayldon,NSW,-30.3709,153.095
Bayles,VIC,-38.182,145.575
Baynton,VIC,-37.16618,144.69966
Baynton,WA,-20.75204,116.80047
Baynton East,VIC,-37.11981,144.71384
Bayonet Head,WA,-34.97514,117.93774
Bayrick,QLD,-25.40353,146.07363
Bayswater,VIC,-37.843,145.268
Bayswater,WA,-31.91648,115.91723
Bayswater North,VIC,-37.827,145.28
Bayview,NSW,-33.66102,151.28895
Bayview,NT,-12.44031,130.86016
Bayview Heights,QLD,-16.963,145.73
Beach Holm,QLD,-19.18319,146.65825
Beachlands,WA,-28.78467,114.60317
Beachmere,QLD,-27.13,153.052
Beachport,SA,-37.48809,140.01327
Beacon,WA,-30.45205,117.87145
Beacon Hill,NSW,-33.7522,151.256
Beaconsfield,NSW,-33.91096,151.19995
Beaconsfield,QLD,-21.08865,149.16733
Beaconsfield,TAS,-41.19337,146.82359
Beaconsfield,VIC,-38.049,145.371
Beaconsfield,WA,-32.06722,115.77063
Beaconsfield Upper,VIC,-37.99821,145.42379
Beadell,WA,-28.35073,127.5184
Bealiba,VIC,-36.81393,143.53584
Bean Creek,NSW,-28.57662,152.5896
Bearbong,NSW,-31.66478,148.81955
Beard,ACT,-35.3413,149.21
Beargamil,NSW,-33.02873,148.30677
Bearii,VIC,-35.9,145.33333
Bears Lagoon,VIC,-36.344,143.97489
Beatrice,QLD,-17.54993,145.58919
Beatty,SA,-34.01813,139.44165
Beauchamp,VIC,-35.61196,143.59896
Beaudesert,QLD,-27.98816,153.00189
Beaufort,QLD,-23.45672,146.88136
Beaufort,SA,-34.10732,138.1893
Beaufort,VIC,-37.42285,143.37037
Beaufort River,WA,-33.58828,117.04612
Beaumaris,TAS,-41.40723,148.27415
Beaumaris,VIC,-37.983,145.0434
Beaumont,NSW,-34.7768,150.57626
Beaumont,SA,-34.951,138.661
Beaumont,WA,-33.50221,122.65485
Beaumont Hills,NSW,-33.7,150.941
Beaumonts,SA,-34.04463,139.67774
Beaury Creek,NSW,-28.4522,152.515
Beauty Point,NSW,-36.3781,150.068
Beauty Point,TAS,-41.15172,146.81779
Beaver Rock,QLD,-25.51655,152.77902
Beazleys Bridge,VIC,-36.702,143.164
Beckenham,WA,-32.0275,115.94935
Beckom,NSW,-34.30743,146.98495
Bective,NSW,-31.00112,150.77737
Bectric,NSW,-34.48846,147.24128
Bedford,WA,-31.91562,115.88471
Bedford Park,SA,-35.021,138.568
Bedford Road,VIC,-37.8193,145.24392
Bedfordale,WA,-32.14961,116.05433
Bedgerabong,NSW,-33.3595,147.701
Bedgerebong,NSW,-33.35949,147.7013
Bedourie,QLD,-24.33221,139.46197
Beeac,VIC,-38.17721,143.64202
Beebo,QLD,-28.7193,150.96674
Beech Forest,VIC,-38.63333,143.56667
Beechboro,WA,-31.86802,115.93875
Beecher,QLD,-23.91266,151.20442
Beechford,TAS,-41.04273,146.97208
Beechina,WA,-31.85899,116.31391
Beechmont,QLD,-28.126,153.188
Beechwood,NSW,-31.44272,152.6648
Beechworth,VIC,-36.3533,146.68772
Beecroft,NSW,-33.75111,151.06517
Beecroft Peninsula,NSW,-35.04299,150.80728
Beedelup,WA,-34.35164,115.93684
Beela,WA,-33.24054,115.8976
Beelbangera,NSW,-34.24913,146.10483
Beelbee,QLD,-27.17113,151.43151
Beelbi Creek,QLD,-25.29084,152.64423
Beelerup,WA,-33.54341,115.854
Beeliar,WA,-32.13126,115.81155
Beemunnel,NSW,-31.6797,147.86106
Beenaam Valley,QLD,-26.1876,152.82059
Beenak,VIC,-37.89862,145.60905
Beenleigh,QLD,-27.71502,153.19395
Beenong,WA,-33.03672,118.62742
Beerburrum,QLD,-26.95347,153.02653
Beermullah,WA,-31.23466,115.79137
Beeron,QLD,-25.82995,151.26455
Beerwah,QLD,-26.85732,152.95517
Bees Creek,NT,-12.55528,131.0591
Beetaloo Valley,SA,-33.213,138.21
Bega,NSW,-36.68891,149.84164
Beggan Beggan,NSW,-34.6378,148.283
Begonia,QLD,-27.4622,148.26831
Beilba,QLD,-25.64045,148.85416
Beilpajah,NSW,-32.89913,144.77966
Bejoording,WA,-31.38326,116.53391
Belair,SA,-34.99812,138.62254
Belalie East,SA,-33.22162,138.71737
Belalie North,SA,-33.11891,138.69641
Belanglo,NSW,-34.53931,150.21759
Belbora,NSW,-31.99488,152.15054
Belcong,QLD,-23.02992,148.20101
Belconnen,ACT,-35.2219,149.03531
Belconnen Dc,ACT,-35.237,149.065
Beldon,WA,-31.7726,115.76727
Belfield,NSW,-33.90611,151.08498
Belford,NSW,-32.69317,151.2853
Belfrayden,NSW,-35.11633,147.05342
Belgian Gardens,QLD,-19.24721,146.79317
Belgrave,VIC,-37.91207,145.3558
Belgrave Heights,VIC,-37.923,145.34
Belgrave South,VIC,-37.94,145.356
Belgravia,NSW,-33.10231,149.02612
Belhus,WA,-31.78241,116.01344
Belimbla Park,NSW,-34.08568,150.53854
Belivah,QLD,-27.75861,153.175
Bell,NSW,-33.514,150.279
Bell,QLD,-26.93047,151.45048
Bell Bay,TAS,-41.13373,146.85792
Bell Bird Creek,VIC,-37.6535,148.814
Bell Park,VIC,-38.11,144.338
Bell Post Hill,VIC,-38.1,144.328
Bella Creek,QLD,-26.47338,152.56438
Bella Vista,NSW,-33.73856,150.95027
Bellamack,NT,-12.5148,130.981
Bellambi,NSW,-34.36667,150.91667
Bellangry,NSW,-31.33631,152.60677
Bellara,QLD,-27.0628,153.1534
Bellarine,VIC,-38.13222,144.61972
Bellata,NSW,-29.90191,149.7884
Bellawongarah,NSW,-34.76229,150.6169
Bellbird,NSW,-32.84986,151.30936
Bellbird Creek,VIC,-37.65352,148.81375
Bellbird Heights,NSW,-32.84802,151.3305
Bellbird Park,QLD,-27.63832,152.88823
Bellbowrie,QLD,-27.56667,152.88333
Bellbrae,VIC,-38.33333,144.26667
Bellbridge,VIC,-36.09806,147.05889
Bellbrook,NSW,-30.80619,152.50986
Bellellen,VIC,-37.12633,142.6824
Bellenden Ker,QLD,-17.27711,145.92472
Bellerive,TAS,-42.87472,147.36778
Bellevue,QLD,-16.6391,144.263
Bellevue,WA,-31.89997,116.02369
Bellevue Heights,SA,-35.033,138.587
Bellevue Hill,NSW,-33.8827,151.25396
Bellfield,QLD,-19.36236,143.15911
Bellfield,VIC,-37.754,145.045
Bellhaven,QLD,-27.5224,152.685
Belli Park,QLD,-26.51667,152.81667
Bellimbopinni,NSW,-31.00758,152.90294
Bellingen,NSW,-30.45224,152.89796
Bellingham,TAS,-41.01936,147.17749
Bellmere,QLD,-27.08917,152.92667
Bellmount Forest,NSW,-34.9218,149.24276
Bells Beach,VIC,-38.36694,144.28472
Bells Bridge,QLD,-26.12245,152.55487
Bells Creek,QLD,-26.79281,153.06404
Bellthorpe,QLD,-26.8442,152.7182
Belltrees,NSW,-31.9832,151.16611
Bellview,VIC,-38.38158,145.69705
Belmont,NSW,-33.037,151.66
Belmont,QLD,-27.51107,153.13547
Belmont,VIC,-38.173,144.341
Belmont,WA,-31.95385,115.92611
Belmont Heights,QLD,-27.4862,153.127
Belmont North,NSW,-33.015,151.668
Belmont South,NSW,-33.05214,151.66111
Belmore,NSW,-33.91782,151.09081
Belmore River,NSW,-31.09197,152.97429
Belmunda,QLD,-20.94877,149.01524
Beloka,NSW,-36.54094,148.72485
Beloon,NSW,-34.1703,150.3859
Belowra,NSW,-36.18896,149.68708
Belrose,NSW,-33.73,151.22
Belrose West,NSW,-33.73903,151.2098
Beltana,SA,-30.82004,138.41319
Beltana Station,SA,-30.8257,138.38
Belton,SA,-32.2477,138.62922
Belvedere,QLD,-17.52848,145.98877
Belvedere Park,VIC,-38.11017,145.14691
Belvidere,SA,-35.28741,138.94577
Belyando,QLD,-23.2987,147.4795
Belyuen,NT,-12.5382,130.683
Bemboka,NSW,-36.62447,149.56352
Bemerside,QLD,-18.56066,146.18891
Bemm River,VIC,-37.75902,148.96061
Ben Buckler,NSW,-33.8898,151.283
Ben Buckley,NSW,-32.48595,149.16125
Ben Bullen,NSW,-33.23996,150.01944
Ben Lomond,NSW,-30.02101,151.65922
Ben Lomond,TAS,-41.56562,147.66185
Ben Nevis,VIC,-37.2283,143.201
Ben Venue,NSW,-30.5029,151.675
Bena,VIC,-38.45069,145.7245
Benair,QLD,-26.61456,151.66148
Benalla,VIC,-36.54622,145.96335
Benalla West,VIC,-36.55563,145.9733
Benambra,VIC,-36.91801,147.77361
Benandarah,NSW,-35.63153,150.16549
Benanee,NSW,-34.514,142.84876
Benaraby,QLD,-24.0102,151.32277
Benarca,NSW,-35.98046,144.73068
Benarch,VIC,-36.4616,145.558
Benarkin,QLD,-26.88694,152.13778
Benarkin North,QLD,-26.85166,152.15127
Benayeo,VIC,-36.85073,141.09551
Benbournie,SA,-33.8063,138.55218
Bencubbin,WA,-30.81642,117.86245
Bend Of Islands,VIC,-37.69807,145.27565
Benda,SA,-32.6533,140.112
Bendalong,NSW,-35.21915,150.48638
Bendeela,NSW,-34.7351,150.479
Bendemeer,NSW,-30.86978,151.15124
Bendering,WA,-32.3884,118.304
Bendick Murrell,NSW,-34.165,148.45111
Bendigo,VIC,-36.76427,144.2786
Bendigo Dc,VIC,-36.757,144.279
Bendigo Forward,VIC,-36.757,144.279
Bendigo South,VIC,-36.77649,144.29829
Bendoc,VIC,-37.13475,148.91055
Bendolba,NSW,-32.33534,151.73053
Bendoura,NSW,-35.55597,149.65939
Beneree,NSW,-33.5096,149.099
Benerembah,NSW,-34.55937,145.87303
Bengalla,NSW,-32.31143,150.80328
Benger,WA,-33.17231,115.84035
Bengworden,VIC,-37.97497,147.46296
Benholme,QLD,-21.1651,148.82144
Beni,NSW,-32.255,148.71685
Benjaberring,WA,-31.10658,117.29112
Benjeroop,VIC,-35.49887,143.82886
Benjinup,WA,-33.79702,116.27425
Benloch,VIC,-37.20294,144.6863
Bennett Springs,WA,-31.8584,115.946
Bennetts Green,NSW,-32.993,151.693
Bennettswood,VIC,-37.85451,145.11897
Bennison,VIC,-38.67075,146.27337
Benobble,QLD,-27.98795,153.15987
Benolong,NSW,-32.4304,148.698
Benowa,QLD,-28.00732,153.38299
Bensville,NSW,-33.49861,151.38472
Bentleigh,VIC,-37.92244,145.04101
Bentleigh East,VIC,-37.91749,145.06588
Bentley,NSW,-28.75102,153.08615
Bentley,WA,-32.00411,115.8964
Bentley Dc,WA,-31.9924,115.889
Bentley Park,QLD,-17.004,145.738
Bentley South,WA,-32.00411,115.8964
Benwerrin,VIC,-38.48652,143.91304
Berajondo,QLD,-24.61633,151.84308
Berala,NSW,-33.87487,151.03073
Berambing,NSW,-33.5334,150.4438
Berat,QLD,-28.0335,152.05679
Beremboke,VIC,-37.78333,144.25
Beresfield,NSW,-32.799,151.635
Beresford,WA,-28.75821,114.61962
Bergalia,NSW,-35.99618,150.12292
Bergen,QLD,-27.27713,151.89322
Berkeley,NSW,-34.47937,150.84058
Berkeley Vale,NSW,-33.34,151.435
Berkshire Park,NSW,-33.6886,150.78165
Berkshire Valley,WA,-30.57718,116.1735
Berlang,NSW,-35.73237,149.64778
Bermagui,NSW,-36.44337,150.06136
Bermagui South,NSW,-36.4434,150.061
Bernier Island,WA,-24.85043,113.1382
Berowra,NSW,-33.62797,151.14803
Berowra Creek,NSW,-33.5293,151.139
Berowra Heights,NSW,-33.61334,151.138
Berowra Waters,NSW,-33.60234,151.12066
Berrambool,NSW,-36.87978,149.90892
Berrambool,VIC,-36.8798,149.909
Berrara,NSW,-35.20693,150.5516
Berremangra,NSW,-34.83022,148.51689
Berri,SA,-34.27705,140.60773
Berrico,NSW,-32.05907,151.79047
Berridale,NSW,-36.37942,148.84353
Berriedale,TAS,-42.80972,147.25472
Berrigal,NSW,-30.02961,150.09281
Berrigan,NSW,-35.66588,145.80646
Berrilee,NSW,-33.61547,151.09811
Berrima,NSW,-34.48333,150.35
Berrimah,NT,-12.43389,130.92278
Berrimal,VIC,-36.48216,143.50224
Berrimal West,VIC,-36.4896,143.433
Berrinba,QLD,-27.65612,153.07658
Berringa,VIC,-37.77604,143.68402
Berringama,VIC,-36.21648,147.65418
Berringer Lake,NSW,-35.2498,150.505
Berriwillock,VIC,-35.63922,142.99092
Berry,NSW,-34.77528,150.69389
Berry Jerry,NSW,-34.697,147.21059
Berry Mountain,NSW,-34.76489,150.64593
Berry Park,NSW,-32.75008,151.65965
Berry Springs,NT,-12.71741,131.01923
Berrybank,VIC,-37.98257,143.47636
Berrys Creek,VIC,-38.41889,146.08076
Berserker,QLD,-23.36667,150.53333
Berthong,NSW,-34.39684,148.07864
Bertram,WA,-32.24754,115.84766
Berwick,VIC,-38.03094,145.34375
Beryl,NSW,-32.30805,149.45091
Bessiebelle,VIC,-38.15985,141.97058
Beswick,NT,-14.5583,133.11414
Beswick Creek,NT,-14.5643,133.072
Bet Bet,VIC,-36.92173,143.75319
Bete Bolong,VIC,-37.70926,148.3938
Bete Bolong North,VIC,-37.58924,148.29089
Bethanga,VIC,-36.13747,147.0837
Bethania,QLD,-27.68958,153.15903
Bethany,SA,-34.54707,138.98581
Bethel,SA,-34.3421,138.82874
Bethungra,NSW,-34.76667,147.85
Betley,VIC,-36.91827,143.7966
Beulah,TAS,-41.4509,146.37833
Beulah,VIC,-35.93806,142.42
Beulah Park,SA,-34.919,138.643
Bevendale,NSW,-34.48514,149.08588
Beverford,VIC,-35.22859,143.46623
Beveridge,VIC,-37.48228,144.98321
Beverley,SA,-34.893,138.547
Beverley,WA,-32.10982,116.92287
Beverley Park,NSW,-33.97897,151.1285
Beverly Hills,NSW,-33.94885,151.08039
Bewong,NSW,-35.08007,150.53274
Bexhill,NSW,-28.75,153.35
Bexley,NSW,-33.95253,151.12269
Bexley North,NSW,-33.9418,151.1114
Bexley South,NSW,-33.95253,151.12269
Biala,NSW,-34.60869,149.19125
Biarra,QLD,-27.17198,152.36312
Bibaringa,SA,-34.63834,138.7661
Bibbenluke,NSW,-36.79891,149.3597
Bibliando,SA,-31.8652,139.1
Biboohra,QLD,-16.8649,145.43408
Bibra Lake,WA,-32.10225,115.82403
Bibra Lake Dc,WA,-32.0977,115.8
Bicheno,TAS,-41.85224,148.25967
Bickley,WA,-32.00338,116.09044
Bickley Vale,NSW,-34.08,150.665
Bicton,WA,-32.03006,115.7845
Biddaddaba,QLD,-27.99547,153.11357
Biddelia,WA,-34.23475,115.70358
Biddeston,QLD,-27.57056,151.75139
Biddon,NSW,-31.56512,148.8105
Bidgeemia,NSW,-35.39201,146.51787
Bidwill,NSW,-33.73156,150.82314
Bidwill,QLD,-25.58377,152.7108
Bielsdown Hills,NSW,-30.3672,152.682
Big Bend,SA,-34.63395,139.61334
Big Desert,VIC,-35.6209,141.485
Big Grove,WA,-35.08426,117.8834
Big Hill,NSW,-34.5485,150.00121
Big Hill,VIC,-38.48028,144.005
Big Jacks Creek,NSW,-31.76261,150.60855
Big Pats Creek,VIC,-37.7639,145.75083
Big Ridge,NSW,-32.57424,151.22627
Big Springs,NSW,-35.30658,147.35883
Big Tuan,QLD,-25.689,152.832
Big Yengo,NSW,-32.99547,150.99147
Bigga,NSW,-34.08077,149.22119
Biggara,VIC,-36.32004,148.0371
Biggenden,QLD,-25.5126,152.03776
Biggera Waters,QLD,-27.9308,153.3961
Biggs Flat,SA,-35.07277,138.78192
Bilambil,NSW,-28.23333,153.46667
Bilambil Heights,NSW,-28.21558,153.4843
Bilbarin,WA,-32.2041,117.95532
Bilbul,NSW,-34.275,146.15
Bilgola,NSW,-33.64449,151.32758
Bilgola Beach,NSW,-33.6445,151.328
Bilgola Plateau,NSW,-33.6429,151.314
Bilinga,QLD,-28.16,153.51
Bilingurr,WA,-17.9255,122.23362
Billa Billa,QLD,-28.14601,150.30201
Billa Kalina,SA,-29.9003,136.41
Billabong,VIC,-37.2589,146.828
Billeroo West,SA,-32.2165,140.317
Billeroy,NSW,-30.6763,148.381
Billiatt,SA,-34.99106,140.47247
Billilingra,NSW,-36.02355,149.14462
Billimari,NSW,-33.66873,148.63369
Billinudgel,NSW,-28.50359,153.5157
Billyrimba,NSW,-29.11118,152.15467
Billys Creek,NSW,-30.15256,152.56158
Billywillinga,NSW,-33.29886,149.43913
Biloela,QLD,-24.39767,150.51643
Bilpin,NSW,-33.5,150.53333
Bilwon,QLD,-16.8527,145.45
Bilyana,QLD,-18.12011,145.89367
Bimberi,NSW,-35.57314,148.70898
Bimbi,NSW,-34.027,147.94573
Bimbijy,WA,-29.73271,118.05954
Bimbimbie,NSW,-35.84737,150.12427
Bimbourie,VIC,-35.31204,142.76915
Bimbowrie,SA,-32.0269,140.233
Bimlow,NSW,-33.9982,150.3382
Binalong,NSW,-34.67967,148.66871
Binalong Bay,TAS,-41.24913,148.2929
Binbee,QLD,-20.37962,147.88658
Binda,NSW,-34.32622,149.38073
Bindarrah,SA,-32.0986,140.673
